Título,Tipo de Propiedad,Dirección,Zona,Número de Ambientes,Dormitorios,Número de Baños,Superficie Total,Superficie Construida,Precio,Expensas,Fecha de Publicación
"Departamento En Venta A Estrenar En San Cristóbal - 3 Ambientes, Posibilidad De Cochera","Departamento - Departamento
General Urquiza al al 1200, San Cristóbal, CABA","Departamento - Departamento
General Urquiza al al 1200, San Cristóbal, CABA",", San Cristóbal, CABA",3 Ambientes,2 Dorm.,2 Baños,96 m² total,70 m² cubierto,USD 188.000,No especificado,Publicado el 2/10/2024
"Departamento En Venta A Estrenar En San Cristóbal - 3 Ambientes, Posibilidad De Cochera","Departamento - Departamento
General Urquiza al al 1200, San Cristóbal, CABA","Departamento - Departamento
General Urquiza al al 1200, San Cristóbal, CABA",", San Cristóbal, CABA",3 Ambientes,2 Dorm.,2 Baños,155 m² total,127 m² cubierto,USD 365.000,No especificado,Publicado el 2/10/2024
"Departamento En Venta A Estrenar En San Cristóbal - 3 Ambientes, Posibilidad De Cochera","Departamento - Departamento
General Urquiza al al 1200, San Cristóbal, CABA","Departamento - Departamento
General Urquiza al al 1200, San Cristóbal, CABA",", San Cristóbal, CABA",3 Ambientes,2 Dorm.,2 Baños,120 m² total,70 m² cubierto,USD 193.000,No especificado,Publicado el 2/10/2024
"Departamento En Venta A Estrenar En San Cristóbal - 3 Ambientes, Posibilidad De Cochera","Departamento - Departamento
General Urquiza al al 1200, San Cristóbal, CABA","Departamento - Departamento
General Urquiza al al 1200, San Cristóbal, CABA",", San Cristóbal, CABA",3 Ambientes,2 Dorm.,2 Baños,75 m² total,69 m² cubierto,USD 170.000,No especificado,Publicado el 2/10/2024
"Departamento En Venta A Estrenar En San Cristóbal - 3 Ambientes, Posibilidad De Cochera","Departamento - Departamento
General Urquiza al al 1200, San Cristóbal, CABA","Departamento - Departamento
General Urquiza al al 1200, San Cristóbal, CABA",", San Cristóbal, CABA",3 Ambientes,2 Dorm.,2 Baños,83 m² total,70 m² cubierto,USD 170.000,No especificado,Publicado el 2/10/2024
"Departamento En Venta Saavedra - Monoambiente Divisible, Consulta Por Mas Unidades","Departamento - Departamento
Deheza al al 3000, Saavedra, CABA","Departamento - Departamento
Deheza al al 3000, Saavedra, CABA",", Saavedra, CABA",1 Ambiente,1 Baño,No especificado,50 m² cubierto,No especificado,USD 145.000,Expensas: $60.000,Publicado el 2/10/2024
"Departamento En Venta A Estrenar En San Cristóbal - 3 Ambientes, Posibilidad De Cochera","Departamento - Departamento
General Urquiza al al 1200, San Cristóbal, CABA","Departamento - Departamento
General Urquiza al al 1200, San Cristóbal, CABA",", San Cristóbal, CABA",3 Ambientes,2 Dorm.,2 Baños,75 m² total,69 m² cubierto,USD 178.000,No especificado,Publicado el 2/10/2024
"Departamento En Venta A Estrenar En San Cristóbal - 3 Ambientes, Posibilidad De Cochera","Departamento - Departamento
General Urquiza al al 1200, San Cristóbal, CABA","Departamento - Departamento
General Urquiza al al 1200, San Cristóbal, CABA",", San Cristóbal, CABA",3 Ambientes,2 Dorm.,2 Baños,83 m² total,70 m² cubierto,USD 195.000,No especificado,Publicado el 2/10/2024
"piso unico 4 ambientes, terraza propia sin expensas","Departamento - Departamento
Camacuá al 200, Flores, CABA","Departamento - Departamento
Camacuá al 200, Flores, CABA",", Flores, CABA",4 Ambientes,3 Dorm.,2 Baños,125 m² total,85 m² cubierto,USD 200.000,No especificado,Publicado el 2/10/2024
Tandil al 3800: Planta Baja 3 ambientes con Patio,"Departamento - Semipiso
Tandil al 3800, Parque Avellaneda, CABA","Departamento - Semipiso
Tandil al 3800, Parque Avellaneda, CABA",", Parque Avellaneda, CABA",3 Ambientes,2 Dorm.,1 Baño,78 m² total,56 m² cubierto,USD 73.500,No especificado,Publicado el 2/10/2024
"2 ambientes al contra frente con balcon, cocina equipada, lavadaero, dormitorios con placard buena ubicacion, dos cuadras de plaza flores","Departamento - Departamento
José Bonifacio al 2400, Flores, CABA","Departamento - Departamento
José Bonifacio al 2400, Flores, CABA",", Flores, CABA",2 Ambientes,1 Dorm.,1 Baño,40 m² total,40 m² cubierto,USD 95.000,No especificado,Publicado el 2/10/2024
Departamento de 2 amb. - Conesa 4400,"Departamento - Departamento
Conesa al 4400, Nuñez, CABA","Departamento - Departamento
Conesa al 4400, Nuñez, CABA",", Nuñez, CABA",2 Ambientes,1 Dorm.,1 Baño,45 m² total,40 m² cubierto,USD 140.000,No especificado,Publicado el 2/10/2024
Por escalera al frente con balcon,"Departamento - Departamento
Avenida Australia al 2900, Parque Patricios, CABA","Departamento - Departamento
Avenida Australia al 2900, Parque Patricios, CABA",", Parque Patricios, CABA",2 Ambientes,1 Dorm.,1 Baño,45 m² total,43 m² cubierto,USD 35.000,No especificado,Publicado el 2/10/2024
Departamento De 2 Ambientes En Venta En Villa Crespo,"Departamento
HUMAHUACA al 4500, Villa Crespo, CABA","Departamento
HUMAHUACA al 4500, Villa Crespo, CABA",", Villa Crespo, CABA",2 Ambientes,1 Dorm.,1 Baño,1 Cochera,40 m² total,USD 108.000,No especificado,Publicado el 2/10/2024
Departamento De 2 Ambientes En Venta En Palermo,"Departamento
SANTA FE al 5200, Palermo, CABA","Departamento
SANTA FE al 5200, Palermo, CABA",", Palermo, CABA",2 Ambientes,1 Dorm.,1 Baño,38 m² total,38 m² cubierto,USD 87.000,No especificado,Publicado el 2/10/2024
Venta Departamento En Liniers 2 Ambs Cochera Y Balcon Terraza,"Departamento - Departamento
Boquerón al al 7100, Liniers, CABA","Departamento - Departamento
Boquerón al al 7100, Liniers, CABA",", Liniers, CABA",2 Ambientes,1 Dorm.,1 Baño,1 Cochera,53 m² total,USD 108.000,No especificado,Publicado el 2/10/2024
140m2 Barrio Norte 4 Amb Dependencia En Azcuenaga Y Santa Fe,"Departamento - Departamento
Azcuenaga al al 1000, Recoleta, CABA","Departamento - Departamento
Azcuenaga al al 1000, Recoleta, CABA",", Recoleta, CABA",4 Ambientes,3 Dorm.,2 Baños,140 m² total,132 m² cubierto,USD 295.000,No especificado,Publicado el 2/10/2024
Departamento En Venta De Pozo. Duplex De 4 Ambientes Con Balcón Y Amplia Terraza. Cochera. Amenities. Financiación. Entrega Fines 2025.,"Departamento - Departamento
A. Gallardo 11°a al 500, Villa Crespo, CABA","Departamento - Departamento
A. Gallardo 11°a al 500, Villa Crespo, CABA",", Villa Crespo, CABA",4 Ambientes,3 Dorm.,2 Baños,1 Cochera,152 m² total,USD 334.481,No especificado,Publicado el 2/10/2024
Edificio Hogar Obrero 3 Ambientes Lateral 55m2 Apto Profesio,"Departamento - Departamento
Avenida Rivadavia al 5100, Caballito, CABA","Departamento - Departamento
Avenida Rivadavia al 5100, Caballito, CABA",", Caballito, CABA",3 Ambientes,2 Dorm.,1 Baño,55 m² total,55 m² cubierto,USD 82.000,No especificado,Publicado el 2/10/2024
Monoambiente En Venta. Villa Del Parque. Apto Crédito. Amplio Balcón. Parrilla.,"Departamento - Departamento
Carranza al al 3000, Villa del Parque, CABA","Departamento - Departamento
Carranza al al 3000, Villa del Parque, CABA",", Villa del Parque, CABA",1 Ambiente,1 Baño,No especificado,34 m² cubierto,No especificado,USD 74.900,No especificado,Publicado el 2/10/2024
Venta Departamento 2 Ambientes Recoleta Apto Profesional,"Departamento - Departamento
Peña al al 2700, Recoleta, CABA","Departamento - Departamento
Peña al al 2700, Recoleta, CABA",", Recoleta, CABA",2 Ambientes,1 Dorm.,1 Baño,35 m² total,35 m² cubierto,USD 105.000,No especificado,Publicado el 2/10/2024
Departamento - Boedo,"Departamento - Departamento
Maza Boedo al 1100, Boedo, CABA","Departamento - Departamento
Maza Boedo al 1100, Boedo, CABA",", Boedo, CABA",2 Ambientes,1 Dorm.,1 Baño,49 m² total,43 m² cubierto,USD 115.000,No especificado,Publicado el 2/10/2024
Departamento - Boedo,"Departamento - Departamento
Maza Boedo al 1100, Boedo, CABA","Departamento - Departamento
Maza Boedo al 1100, Boedo, CABA",", Boedo, CABA",2 Ambientes,1 Dorm.,1 Baño,49 m² total,43 m² cubierto,USD 111.000,No especificado,Publicado el 2/10/2024
Venta Piso Completo Torres El Faro,"Departamento - Departamento
Azucena Villa Flor al 600, Puerto Madero, CABA","Departamento - Departamento
Azucena Villa Flor al 600, Puerto Madero, CABA",", Puerto Madero, CABA",5 Ambientes,4 Dorm.,4 Baños,4 Cocheras,320 m² total,USD 2.500.000,No especificado,Publicado el 2/10/2024
Venta Piso Como Una Casa Pileta Terraza Parrilla Propia Coch Y 3 Bauleras,"Departamento - Departamento
Marcelo T de Alvear al 500, Barrio Norte, CABA","Departamento - Departamento
Marcelo T de Alvear al 500, Barrio Norte, CABA",", Barrio Norte, CABA",4 Ambientes,3 Dorm.,4 Baños,1 Cochera,160 m² total,USD 450.000,No especificado,Publicado el 2/10/2024
Venta Duplex Con Pileta Terraza Propia Coch Y 3 Bauleras En Plaza San Martin,"Departamento - Departamento
Marcelo T de Alvear al 500, Retiro, CABA","Departamento - Departamento
Marcelo T de Alvear al 500, Retiro, CABA",", Retiro, CABA",4 Ambientes,3 Dorm.,4 Baños,1 Cochera,160 m² total,USD 450.000,No especificado,Publicado el 2/10/2024
Venta Duplextorres Ramsay 1945- Belgrano Chico 2cocheras Nuevos Amenities,"Departamento - Departamento
Ramsay Penthouse al 1900, Belgrano La Imprenta, CABA","Departamento - Departamento
Ramsay Penthouse al 1900, Belgrano La Imprenta, CABA",", Belgrano La Imprenta, CABA",5 Ambientes,4 Dorm.,3 Baños,2 Cocheras,280 m² total,USD 1.800.000,No especificado,Publicado el 2/10/2024
Venta Castañeda Al 1800 - Excelente 3 Ambientes En Construccion,"Departamento - Departamento
Castaneda al al 1800, Belgrano La Imprenta, CABA","Departamento - Departamento
Castaneda al al 1800, Belgrano La Imprenta, CABA",", Belgrano La Imprenta, CABA",3 Ambientes,2 Dorm.,2 Baños,1 Cochera,108 m² total,USD 475.000,No especificado,Publicado el 2/10/2024
Venta Casa - Las Cañitas Baez 200 Jdin Pileta Climat Cochera,"Casa - Casa
Baez al al 200, Palermo Las Cañitas, CABA","Casa - Casa
Baez al al 200, Palermo Las Cañitas, CABA",", Palermo Las Cañitas, CABA",5 Ambientes,4 Dorm.,3 Baños,1 Cochera,559 m² total,USD 1.850.000,No especificado,Publicado el 2/10/2024
Venta Duplextorres Ramsay 1945- Belgrano Chico 2cocheras Nuevos Amenities,"Departamento - Departamento
Ramsay Penthouse al 1900, Belgrano La Imprenta, CABA","Departamento - Departamento
Ramsay Penthouse al 1900, Belgrano La Imprenta, CABA",", Belgrano La Imprenta, CABA",5 Ambientes,4 Dorm.,3 Baños,2 Cocheras,280 m² total,USD 1.800.000,No especificado,Publicado el 2/10/2024
Venta Duplex En Forum Puerto Madero Terraza Pileta Propia,"Departamento - Departamento
Cossettini al 100, Puerto Madero, CABA","Departamento - Departamento
Cossettini al 100, Puerto Madero, CABA",", Puerto Madero, CABA",3 Ambientes,2 Dorm.,2 Baños,1 Cochera,197 m² total,USD 750.000,No especificado,Publicado el 2/10/2024
Retasado Venta Con Renta A. Villaflor 669 Torres El Faro 233m 2 Coch ¡¡¡oportunidad!!!,"Departamento - Departamento
Azucena Villaflor al 600, Puerto Madero, CABA","Departamento - Departamento
Azucena Villaflor al 600, Puerto Madero, CABA",", Puerto Madero, CABA",4 Ambientes,3 Dorm.,4 Baños,2 Cocheras,233 m² total,USD 1.190.000,No especificado,Publicado el 2/10/2024
Venta Increible Piso Entero Totalmente Refaccionado Y Puesto A Nuevo! 4 Dormitorios En Belgrano!,"Departamento - Departamento
Arcos al al 1200, Belgrano, CABA","Departamento - Departamento
Arcos al al 1200, Belgrano, CABA",", Belgrano, CABA",5 Ambientes,4 Dorm.,3 Baños,2 Cocheras,390 m² total,USD 1.050.000,No especificado,Publicado el 2/10/2024
Venta Edificio Comercial Sanchez De Loria 689 Deposito Con Oficinas,"Departamento - Departamento
Sanchez de Loria al 600, Almagro Norte, CABA","Departamento - Departamento
Sanchez de Loria al 600, Almagro Norte, CABA",", Almagro Norte, CABA",No especificado,No especificado,No especificado,No especificado,No especificado,USD 520.000,No especificado,Publicado el 2/10/2024
Venta Duplex Tipo Casa A 50m De Av Libertador Jardin De 70m2 Y Mucha Luz Coch,"Departamento - Departamento
Billinghurst al al 2500, Palermo, CABA","Departamento - Departamento
Billinghurst al al 2500, Palermo, CABA",", Palermo, CABA",5 Ambientes,4 Dorm.,3 Baños,1 Cochera,246 m² total,USD 650.000,No especificado,Publicado el 2/10/2024
"Venta Oportunidad Unica, Duplex Estilo Casa Palermo Con Terraza De 70m!!","Departamento - Departamento
Billinghurst al 2500, Barrio Norte, CABA","Departamento - Departamento
Billinghurst al 2500, Barrio Norte, CABA",", Barrio Norte, CABA",5 Ambientes,4 Dorm.,3 Baños,1 Cochera,246 m² total,USD 650.000,No especificado,Publicado el 2/10/2024
Venta Duplex Torres Ramsay 1945 - Gran Terraza Full Amenities Reciclado,"Departamento - Departamento
Torres Ramsay al 1900, Belgrano La Imprenta, CABA","Departamento - Departamento
Torres Ramsay al 1900, Belgrano La Imprenta, CABA",", Belgrano La Imprenta, CABA",5 Ambientes,4 Dorm.,5 Baños,2 Cocheras,335 m² total,USD 2.500.000,No especificado,Publicado el 2/10/2024
Venta Departamento -a Nuevo Estilo Loft Parana 700 Coch En Alquiler,"Departamento - Departamento
Parana al al 700, Barrio Norte, CABA","Departamento - Departamento
Parana al al 700, Barrio Norte, CABA",", Barrio Norte, CABA",3 Ambientes,2 Dorm.,2 Baños,79 m² total,79 m² cubierto,USD 170.000,No especificado,Publicado el 2/10/2024
Edificio Kavanagh Florida 1065 Historia Viviente Piso A Plazas Reciclado,"Departamento - Departamento
Florida al al 1000, Retiro, CABA","Departamento - Departamento
Florida al al 1000, Retiro, CABA",", Retiro, CABA",4 Ambientes,3 Dorm.,3 Baños,282 m² total,282 m² cubierto,USD 790.000,No especificado,Publicado el 2/10/2024
Venta Departamento -a Nuevo Estilo Loft Parana 700 Coch En Alquiler,"Departamento - Departamento
Parana al al 700, Barrio Norte, CABA","Departamento - Departamento
Parana al al 700, Barrio Norte, CABA",", Barrio Norte, CABA",3 Ambientes,2 Dorm.,2 Baños,79 m² total,79 m² cubierto,USD 170.000,No especificado,Publicado el 2/10/2024
Venta Como Una Casa En Palermo! 2 Jardines Internos!,"Casa - Casa
Gelly al al 3400, Palermo, CABA","Casa - Casa
Gelly al al 3400, Palermo, CABA",", Palermo, CABA",5 Ambientes,3 Dorm.,3 Baños,1 Cochera,248 m² total,USD 530.000,No especificado,Publicado el 2/10/2024
"Venta Inmejorable Departamento En Palermo! 2 Jardines, Una Casa En Plena Ciudad!","Departamento - Departamento
Gelly al al 3400, Palermo, CABA","Departamento - Departamento
Gelly al al 3400, Palermo, CABA",", Palermo, CABA",5 Ambientes,3 Dorm.,3 Baños,1 Cochera,248 m² total,USD 530.000,No especificado,Publicado el 2/10/2024
Venta Duplex Estilo Casa A 50m De Av Libertador Con Patio De 70m2 Luz! Coch,"Departamento - Departamento
Billinghurst al al 2500, Palermo, CABA","Departamento - Departamento
Billinghurst al al 2500, Palermo, CABA",", Palermo, CABA",4 Ambientes,3 Dorm.,3 Baños,1 Cochera,246 m² total,USD 650.000,No especificado,Publicado el 2/10/2024
Venta Piso En Recoleta - Plaza Vicente López,"Departamento - Departamento
Juncal al al 1600, Recoleta, CABA","Departamento - Departamento
Juncal al al 1600, Recoleta, CABA",", Recoleta, CABA",6 Ambientes,3 Dorm.,2 Baños,1 Cochera,190 m² total,USD 430.000,No especificado,Publicado el 2/10/2024
Retasada Venta Impecable Casa De 7 Suites Pileta Y Creatividad 5 Cocheras,"Casa - Casa
Blanco Encalada al 1300, Belgrano La Imprenta, CABA","Casa - Casa
Blanco Encalada al 1300, Belgrano La Imprenta, CABA",", Belgrano La Imprenta, CABA",9 Ambientes,7 Dorm.,7 Baños,5 Cocheras,750 m² total,USD 2.250.000,No especificado,Publicado el 2/10/2024
Venta Duplex 250m Con Patio Estilo Casa Palermo Chico Seg Y Cochera,"Departamento - Departamento
Billinghurst al 2500, Barrio Norte, CABA","Departamento - Departamento
Billinghurst al 2500, Barrio Norte, CABA",", Barrio Norte, CABA",5 Ambientes,3 Dorm.,3 Baños,1 Cochera,246 m² total,USD 650.000,No especificado,Publicado el 2/10/2024
"Venta Impecable Piso Alto Av Libertador 5600 Belgrano Chico, A Nuevo","Departamento - Departamento
Av. Del Libertador al al 5600, Belgrano La Imprenta, CABA","Departamento - Departamento
Av. Del Libertador al al 5600, Belgrano La Imprenta, CABA",", Belgrano La Imprenta, CABA",4 Ambientes,3 Dorm.,3 Baños,1 Cochera,163 m² total,USD 550.000,No especificado,Publicado el 2/10/2024
Venta Departamento Palermo - Thames 2363 De 2 Suites Cochera En Edificio,"Departamento - Departamento
Thames al 2300, Palermo Soho, CABA","Departamento - Departamento
Thames al 2300, Palermo Soho, CABA",", Palermo Soho, CABA",3 Ambientes,2 Dorm.,3 Baños,1 Cochera,100 m² total,USD 315.000,No especificado,Publicado el 2/10/2024
Departamento En San Telmo,"Departamento - Departamento
Avenida Huergo al al 1100, San Telmo, CABA","Departamento - Departamento
Avenida Huergo al al 1100, San Telmo, CABA",", San Telmo, CABA",4 Ambientes,2 Dorm.,1 Baño,155 m² total,146 m² cubierto,USD 179.000,No especificado,Publicado el 2/10/2024
Departamento En Venta En Colegiales Con Parque Y Dependencia.,"Departamento - Departamento
Ciudad de la Paz al al 1400, Colegiales, CABA","Departamento - Departamento
Ciudad de la Paz al al 1400, Colegiales, CABA",", Colegiales, CABA",4 Ambientes,3 Dorm.,2 Baños,260 m² total,90 m² cubierto,USD 290.000,No especificado,Publicado el 2/10/2024
Venta Piso Reciclado Piso Alto Libertador 5600 Belgrano Cochera,"Departamento - Departamento
Av. Del Libertador al 5600, Belgrano La Imprenta, CABA","Departamento - Departamento
Av. Del Libertador al 5600, Belgrano La Imprenta, CABA",", Belgrano La Imprenta, CABA",4 Ambientes,3 Dorm.,3 Baños,1 Cochera,163 m² total,USD 550.000,No especificado,Publicado el 2/10/2024
Edificio Kavanagh Florida 1065 Historia Viviente A Plazas Reciclado,"Departamento - Departamento
Florida al Edificio Kavanagh al 1000, Recoleta, CABA","Departamento - Departamento
Florida al Edificio Kavanagh al 1000, Recoleta, CABA",", Recoleta, CABA",4 Ambientes,3 Dorm.,3 Baños,282 m² total,282 m² cubierto,USD 790.000,No especificado,Publicado el 2/10/2024
Las Mejores Visuales De La Torre Cochera Y Amenities River View,"Departamento - Departamento
Manuela Saez al al 400, Puerto Madero, CABA","Departamento - Departamento
Manuela Saez al al 400, Puerto Madero, CABA",", Puerto Madero, CABA",3 Ambientes,2 Dorm.,2 Baños,1 Cochera,95 m² total,USD 555.000,No especificado,Publicado el 2/10/2024
Venta Departamento -loft Contrafrente Abierto 2 Baños Unico,"Departamento - Departamento
Parana al al 700, Recoleta, CABA","Departamento - Departamento
Parana al al 700, Recoleta, CABA",", Recoleta, CABA",2 Ambientes,1 Dorm.,2 Baños,1 Cochera,80 m² total,USD 170.000,No especificado,Publicado el 2/10/2024
Austria Y Libertador Venta Piso Terraza Coch Vig24hs,"Departamento - Departamento
Austria al 2600, Barrio Norte, CABA","Departamento - Departamento
Austria al 2600, Barrio Norte, CABA",", Barrio Norte, CABA",5 Ambientes,3 Dorm.,4 Baños,1 Cochera,407 m² total,USD 1.190.000,No especificado,Publicado el 2/10/2024
Venta Av Libertador 5900 Esq Echeverria Piso Al Frente - Amenities Seg 24hs Coch,"Departamento - Departamento
Av. Del Libertador al al 5900, Belgrano La Imprenta, CABA","Departamento - Departamento
Av. Del Libertador al al 5900, Belgrano La Imprenta, CABA",", Belgrano La Imprenta, CABA",3 Ambientes,2 Dorm.,2 Baños,1 Cochera,150 m² total,USD 633.000,No especificado,Publicado el 2/10/2024
